cohort,sample,n,volume_um3_mean,volume_um3_median,volume_um3_sd,volume_um3_cv_pct,equivalent_diameter_um_mean,equivalent_diameter_um_median,equivalent_diameter_um_sd,equivalent_diameter_um_cv_pct,surface_area_um2_mean,surface_area_um2_median,surface_area_um2_sd,surface_area_um2_cv_pct,sphericity_mean,sphericity_median,sphericity_sd,sphericity_cv_pct,elongation_mean,elongation_median,elongation_sd,elongation_cv_pct,flatness_mean,flatness_median,flatness_sd,flatness_cv_pct,aspect_ratio_mean,aspect_ratio_median,aspect_ratio_sd,aspect_ratio_cv_pct,mesh_solidity_mean,mesh_solidity_median,mesh_solidity_sd,mesh_solidity_cv_pct,reference_cells,foreground_dice,f1
all_predictions,X021,6,1363.649479129865,1386.2279617835052,233.79264834181686,17.14462931419871,13.718653755844088,13.832297497823053,0.8145308642036793,5.93739647271652,729.7559928952461,716.7921109030269,91.78947682455718,12.578105245890491,0.8138809721309017,0.8001938292819911,0.0379237293225083,4.659616162694707,1.2501259196217094,1.2240631436277134,0.09867226299099333,7.892985933837109,1.25194486700229,1.2416564263123633,0.0926810150855337,7.402962984101134,1.5650072939872812,1.616294393291785,0.16255985099954232,10.387162515094541,0.8931721126313591,0.9049528609630357,0.04418912171960283,4.947436344538122,4,0.787953852356947,0.8
all_predictions,X023,6,1386.7382494719623,1418.4599690639802,246.70387649374362,17.79022656854549,13.791678559664314,13.939327657152294,0.8605760884249314,6.239821242222147,737.6287146492949,720.6639193743542,87.69436471203194,11.888686404206238,0.8127739042398164,0.7993630088753706,0.03298550919093709,4.058386842745435,1.2618857313377032,1.2295516939150706,0.11270330889211415,8.931340302314007,1.2492473844734853,1.2060325447778406,0.12420276462970721,9.942207298040843,1.569827731390613,1.6014124567506922,0.1347602787245152,8.584399168763532,0.8919930047523729,0.8868790636145016,0.03026242586012467,3.392675245085117,4,0.7905324460689582,0.8
all_predictions,X025,6,1396.2170180411065,1438.340218186876,248.57599040036166,17.80353535219861,13.823865553375343,14.002643790736474,0.852432203689902,6.166380889618574,736.1052319740751,717.792544001722,90.22000396697794,12.25640031453484,0.8185557274342333,0.8047863400038323,0.03177141783793743,3.8813994909699168,1.2770322923807067,1.2380701414455428,0.09587642455707036,7.5077525548185475,1.244975028668419,1.2463236333534624,0.09786452311579635,7.860761931945637,1.5870247722254625,1.616456603553503,0.1365485311699977,8.60405795547335,0.8945149815541313,0.9074014178492975,0.043723326872133116,4.8879367896296335,4,0.7937214791842587,0.8
all_predictions,X027,6,1428.6167911369646,1463.9874172135649,237.80554813345412,16.64585980010753,13.93618624566495,14.084614033467677,0.7938647659835245,5.696427645192151,751.1010713778778,725.111479878291,77.15141118069583,10.271774880997484,0.8143503636077147,0.8042538041505285,0.038084302558501766,4.676648315079229,1.247356841867515,1.2404106164615554,0.08408880402318945,6.741359104367726,1.268428121715637,1.2509763783063566,0.09916255827995937,7.817751481718581,1.5800572583072698,1.6121087800855114,0.13115614044076912,8.300720733454806,0.8923173649423383,0.8863797770885071,0.03650769893997545,4.091335703450597,4,0.7888837130515796,0.8
all_predictions,X029,6,1436.8093551215052,1490.3056795017865,245.7303096442534,17.10249928206188,13.960172233247334,14.168946387460057,0.8236511312369957,5.9000069445805305,750.2598439953659,729.5929329297965,85.55632897805363,11.403559668399643,0.8187347139841332,0.8078690436813858,0.03788824503526662,4.627658310821407,1.2396155621795872,1.2077530292391585,0.07376696069452092,5.950793370552576,1.2650749177260912,1.235823824760395,0.11561960032524542,9.139348089602935,1.5666148611800363,1.603483741100726,0.14670389059475597,9.36438777838816,0.9012184712904762,0.9057116564005869,0.03714704389048788,4.121868900145394,4,0.7881838865828066,0.8
all_predictions,X031,6,1455.9765995290227,1502.76229129398,239.8243676761925,16.471718553290664,14.024795223841855,14.207781103270102,0.7979948966764718,5.689886261725215,752.9560931825357,732.7826801486874,78.94615427736143,10.48482839732102,0.8227994940431417,0.8103240598592282,0.036021883487709516,4.3779661689754015,1.185142729422992,1.1668379298635672,0.08296958876178831,7.000809835131297,1.3003014461501137,1.260474848873029,0.11436941851853998,8.795608038209977,1.5401777136653367,1.54971290980886,0.15797154295671695,10.256708791141643,0.9012942955807516,0.8881386707112056,0.03091067849453938,3.429587721358205,4,0.7882941624968232,0.8
all_predictions,X033,6,1468.8805868289048,1497.708346105565,247.8587997545886,16.873992479516595,14.06475227518502,14.19220316335899,0.8136412609366284,5.784966880448842,754.6479743268745,731.0457916742764,87.52422577014114,11.598020368133946,0.826244078104642,0.8160847216718394,0.032083926264618326,3.883105139853719,1.1965288758822268,1.1847184270199886,0.08982203515230178,7.506884034543172,1.3047036675582377,1.269124696516787,0.10724777366256034,8.220086777503687,1.5604195445813165,1.5526609123575386,0.1612601614199248,10.334410510296015,0.9070418671406945,0.9191402074309244,0.032652379801775426,3.599875704162022,4,0.7912180287540331,0.8
all_predictions,X035,6,1481.3791400749449,1527.6964856052914,272.33143936127885,18.38364210714492,14.095963063380317,14.28661472974894,0.903671537525181,6.4108534724584745,760.4043433228608,743.8920776759346,91.45949383907148,12.027744796854563,0.8235330622406053,0.8174546245480313,0.03270065139362992,3.97077578217206,1.2067966020758611,1.2113963679563988,0.08486178439102585,7.031987349405156,1.2747195650694045,1.247487244201757,0.11666337846603272,9.15208189023762,1.5342108172402602,1.564318551535699,0.12369902636951469,8.062713740476983,0.9043507157132025,0.9110637200114546,0.040584119332269616,4.487652702332808,4,0.795172718769296,0.8
all_predictions,X037,6,1504.7475201093469,1558.187922551167,278.1680734481008,18.486029698051066,14.16898405316906,14.379996052745902,0.9154807932096931,6.461160445762059,764.1473021846147,749.556209301603,92.91139378749077,12.158832926827998,0.8280687116563468,0.8215532872264855,0.032550642346870474,3.9309107914198282,1.206428293849586,1.1985508557001934,0.08419239214202642,6.978648674872946,1.2541309332858586,1.2550742118534255,0.0917389193402594,7.314939525484858,1.5109461966477606,1.5280252873164715,0.12402725215347102,8.208581644312837,0.908112071070127,0.9099551126157296,0.03230614691191021,3.557506605307027,4,0.794322993243189,0.8
all_predictions,X039,6,1508.690016770849,1557.432976381943,288.49596468960954,19.1222823431348,14.17766050766028,14.377778228663256,0.9509672374734732,6.707504647608537,770.6788386465768,750.5684259537666,100.99379999066313,13.10452485863279,0.8227508670589422,0.8156654172260734,0.03675234043136877,4.467007195355021,1.2265582624194087,1.216749560820936,0.08994428810588863,7.333062836205747,1.250095964197903,1.263797636358173,0.07562911908035706,6.049865070069468,1.5342342314209274,1.531196948441293,0.1567599158409243,10.21746957736313,0.8996414671142906,0.901736976707221,0.0407750539804519,4.532367111894347,4,0.800943199116497,0.8
all_predictions,X041,6,1533.2257672706255,1581.7799903394132,291.6172035942168,19.01984755404546,14.255071342456498,14.452500884371196,0.9464827120537097,6.639621011469505,776.4818214926178,756.6031018273792,109.48818168753299,14.100546678229467,0.826509541318142,0.8202622809634894,0.03576049592622359,4.326688820699115,1.2219472041391422,1.2046081269752018,0.08112409722007717,6.6389199914106625,1.226272890095296,1.224374509842956,0.08173687981342995,6.665472300140145,1.4999637755191388,1.516688457267275,0.1566982444451161,10.446801916325125,0.8995597604924567,0.9085563887168662,0.042505418646112555,4.7251356177652175,4,0.7961856445685611,0.8
all_predictions,X043,6,1553.6372748089007,1601.1150005623138,303.04481861622895,19.50550643511716,14.315781563369049,14.511847742415675,0.970496466167561,6.779207002227871,782.2256929117924,760.292529589176,107.14361425756158,13.697276275690374,0.8268841233910815,0.8078036782138518,0.034138174978011554,4.128531920290072,1.18434084560211,1.1793708759364399,0.07846179156286824,6.624933341970389,1.272759255539781,1.2572652250792902,0.10253430424861061,8.056064318709316,1.505900709210448,1.5269196466196735,0.1369195913682195,9.092205782943497,0.9057093373697085,0.9084000022011334,0.03263508050960266,3.603262013879525,4,0.7972744149196461,0.8
all_predictions,X045,6,1565.3109794626405,1606.567389562264,321.64528206081826,20.548331052481128,14.345950711795616,14.52759780809915,1.0212561605537527,7.118776448284108,788.9839997732173,767.8202371959992,111.01837740871939,14.071055615909842,0.823217540904948,0.8107015189728604,0.03234431330043171,3.9290116759266565,1.2142485299938388,1.1988341340815667,0.06866585355940603,5.655008168694629,1.277461756802557,1.2949118772588042,0.10355533237850278,8.10633522507149,1.549821736931733,1.5405831235828669,0.13802023223193485,8.905555325684169,0.9076801309933679,0.9017882431361773,0.030500664296785773,3.3602877550493204,4,0.7995577773505095,0.8
all_predictions,X047,6,1587.2533500662864,1627.9575310236073,323.76178938807533,20.397612603845158,14.41381522770881,14.59060355637586,1.0157305131981678,7.046923365893779,797.9925047378202,781.0236848044032,112.55280740807703,14.104494307882772,0.8216737774130111,0.8151821356147892,0.02976719377366358,3.6227508522157956,1.2333915335901309,1.2105225487595952,0.07028203559303169,5.698274528320798,1.2537567445914641,1.262733292487825,0.09572553880924753,7.635096618398622,1.5458156707369277,1.5535467204191007,0.1398649904093929,9.047973381115737,0.9038512769022611,0.9120933135247569,0.028562476310747924,3.1600858504774294,4,0.7997412123178383,0.8
